id,predicted_price
2591820310,382733.5
7974200820,940590.2
7701450110,1093416.4
9522300010,1652571.0
9510861140,709959.25
1761300310,254326.9
7732410120,804621.4
7010701383,650368.44
291310170,414650.25
4232901990,592288.56
6840701125,600950.56
3971700580,383485.06
4202400078,245049.3
6064800090,320709.53
2626119028,216717.19
3303980660,1077908.9
862000020,850550.1
2386000070,953703.7
1138000450,386152.34
1775800420,452974.34
2291401425,431628.03
2025770560,812863.1
3525069037,710954.56
9324800450,543975.44
8080400136,557968.44
8651540040,518421.8
9407001790,242417.38
1773101530,189755.64
9432900250,332820.5
1794500695,617519.44
2220069003,325746.62
923000120,483623.75
5728000060,549441.06
16000200,240495.08
1926059094,474242.94
6672900220,982991.75
3629860060,866615.5
1822069109,436151.97
6675500105,381029.44
249000180,1716562.6
226059065,497114.72
396100110,260595.6
9264450460,326640.03
7853361210,387455.62
9474700020,288513.12
421000455,238090.02
3755200220,407305.88
7960100075,466699.94
9477100490,406099.62
9138100350,722461.2
1624049275,474770.56
2770606890,481494.4
1157200189,414360.47
2770601800,549665.9
9301300805,520476.7
2325069032,1244687.9
1021079099,358768.66
7215730040,748095.75
1853200080,449324.1
3224600340,701621.75
3222049120,402627.03
2113700025,273993.3
7893207925,225058.17
3586501085,588116.6
8024200010,394360.06
7116500705,185394.4
1598600209,298030.0
7204200025,798072.0
4206901505,560876.06
2937300440,891693.7
7205000180,336048.5
8718500665,365673.12
5318101765,913417.9
4122700020,1033268.9
8078700020,483451.28
3303980680,993923.75
8924100372,1225189.8
2781270210,210367.22
519000043,540100.56
3225069301,1381873.2
151000075,741736.25
2297400020,434070.97
6617500085,632294.4
104510180,236205.19
3528900060,1005844.1
3345100286,594746.8
1226039130,443375.84
8712100720,763471.5
3037200010,378639.75
3626039268,437912.06
104510230,246778.2
5112800060,397807.62
6072400280,648683.56
5317100570,1038419.56
9528102993,547512.0
2919201095,492706.4
6181400920,256486.92
185000161,247713.34
8691400010,751938.94
3345700165,557227.2
6151800486,253330.3
4340000080,1224270.6
4136960010,530002.2
3634100030,320482.34
1624059224,1070462.4
2788400090,254197.66
9828200762,449679.47
7524400250,547228.5
3528000290,754413.44
5700003630,1780641.2
2720069019,290379.12
7227501170,229601.27
2397101270,623913.8
6792100090,763537.75
2770602265,542306.0
3971700937,291810.47
422049203,222562.19
3076500830,322811.16
1423400260,286202.62
9161100795,458510.6
3126049052,522256.72
5100401468,387108.8
514500235,441333.2
1423200170,193242.47
1402100070,417298.25
624110020,773349.7
2407000145,200674.42
1890000225,791228.0
1320069271,307101.94
5490700085,350911.25
263000155,455878.38
3726800201,411346.5
5153200358,303909.88
2725079018,775020.5
7165700200,264739.03
9429000170,534407.7
8718500075,387458.2
1760650950,293173.12
1068000559,1203503.9
4113800500,663621.0
4077800507,594770.6
2725069150,751834.94
4008400035,675471.8
7016310270,433955.47
1432701230,216250.19
3278606050,329875.72
2473350710,368143.5
2185000685,151541.62
7792000025,365863.94
6868200029,499944.5
624069003,787668.4
7431500280,809544.3
3296000040,570480.6
1118001215,1564270.6
6453900040,720066.75
333100209,672832.0
34001765,646511.5
8946700100,383027.06
5561401210,580234.7
6671900095,354145.78
3275850020,706528.06
3876300600,413157.78
1450900020,252509.23
8562780280,333932.94
7663700973,307353.62
2126049032,373949.84
1823059159,206737.92
3438503426,287065.06
9297301495,505594.16
7140700850,345488.66
7942601805,682343.9
2555900030,354481.0
2887970040,267358.47
7419700010,644706.9
2239000011,376952.16
9283800050,358892.2
9407001340,263130.62
217500140,530542.3
7212660520,237632.7
3298201170,345190.28
3057000400,280340.3
6865200444,502361.44
6071600340,516990.03
6821600005,673499.6
1235100371,801315.5
7796450340,361046.0
3603000410,163911.14
9297300255,513070.97
9126100850,527185.25
2770601462,498213.9
2599001500,225639.72
1102000095,786006.3
1853080640,932489.3
9551201585,924138.25
3438500796,325470.56
7518504291,531282.0
9269200340,394914.06
715010130,1449702.5
1982201485,673372.5
9526500080,369544.2
9277200180,430566.1
6669150280,294765.22
8917100153,613134.2
3760500516,1068266.6
2725069050,925986.5
3332000091,329105.56
8562770080,632923.6
8151601190,262493.75
8563040160,638224.2
240000269,595027.6
4307350200,304084.7
1311910300,264545.97
3574900030,507419.56
7853230570,413306.72
320069049,365194.28
9839301060,631965.8
7011201333,613229.5
2781320100,279427.2
3421069120,478279.38
7852030320,456056.66
5316101075,2287992.0
5309100750,523327.16
629000730,689123.5
511700170,292416.12
1562100030,547402.3
2489200230,559123.8
524069116,497133.7
5315100737,941749.9
1868900675,872044.2
1608000120,342028.06
705700240,358551.44
7575600610,276687.94
1778500015,719942.5
5423500240,193729.44
6713700025,351499.4
2734100734,276354.1
301402280,202943.31
2113700205,278089.72
4114601570,3009365.5
3332000615,329723.2
3630050180,335155.22
6852700520,557550.4
6870310010,673292.9
6163900981,308760.84
393000142,387797.94
1771100130,339009.25
1442860160,393597.72
9191200435,564591.94
6788200800,967356.94
1115300070,685243.8
3176600105,826769.4
2770604665,558021.7
5469500580,398319.0
5680000545,481894.97
3424089119,547437.8
1328300180,351990.84
1773100922,332544.78
4123830480,336644.8
9808610190,1030855.44
4250200140,273976.84
4217402115,4269017.0
3831250350,367657.56
2397101055,838244.8
6817850110,829712.44
7526800200,645570.7
7853370100,644322.7
2523089025,896627.6
9476200680,261432.22
5714200140,397526.22
3575304895,572908.44
263000018,407930.97
8080400177,530122.0
6450304130,322852.12
514500090,595577.2
9477000300,436215.2
853600310,1402767.5
1951600240,204516.11
1099900120,329140.72
5323100120,562065.3
1223089016,498514.75
522059172,262914.9
1930300190,704960.5
9542840410,308860.1
8665050530,517616.06
5592900205,344501.28
5450300010,592438.8
2459960030,332483.6
3331500455,521599.2
3432500705,390549.6
3702900165,336856.75
5249803550,582451.25
626049058,437631.1
1788900380,160796.3
8075400360,213266.75
9113200250,763348.44
2738640040,670212.7
7821200307,465432.72
3530440140,242649.83
3582700130,435575.84
9276200569,729679.06
7197800020,589211.4
686200490,534396.0
3501600100,394311.94
6383000690,572302.8
7604400150,334994.47
5249801411,722287.56
2607720420,447405.06
9561100010,390348.9
1796370590,242010.36
4077800593,371699.2
854000165,253978.36
5536100010,728592.94
4188000670,834679.06
31000165,1243593.9
662350050,898279.5
4137000280,266430.94
6169901130,1122427.9
1953400510,246784.78
7518506716,905582.1
1552520010,365450.7
7955080270,325917.22
9212900100,515575.94
3438500798,322987.3
7899800890,242212.62
4319200605,498610.34
1329300480,343095.7
8935100100,729381.3
5016001260,445827.0
4337600280,284152.56
1446401220,188257.03
7135521530,676949.9
6888900115,245008.17
2413301070,311949.7
345700040,291441.97
5566100145,430983.06
7634800070,392510.66
9346910500,697572.56
3529300060,303818.03
8128600060,1073185.4
8572900275,209278.66
4139420590,1491797.8
9274200322,580382.5
1472700200,567672.06
8820903380,474285.0
8563010130,787691.7
8965450110,838116.1
9274204230,560492.7
8165501700,344017.34
2193340260,548087.7
1860600290,884315.0
1222000055,220367.36
2492200280,480035.94
2488200455,395982.84
809001520,1060083.8
1796361140,233891.2
6398000011,630158.56
6813600365,556605.75
7504100920,782978.5
8835770330,665049.06
524059322,810751.94
4307330280,393440.1
1245002952,1051168.2
2021069059,265075.28
5700000595,591190.94
3629970930,733321.3
3336002215,276491.16
5100401060,644762.8
3278600750,243589.78
1126069045,904415.25
7568700175,297059.53
452001475,496330.25
9283800230,502729.03
1737300130,550818.25
6189600040,499995.03
3679400025,468540.84
1096100010,332814.78
9513900050,255351.05
5452800645,710509.25
273800100,238385.38
7228500037,475635.25
808300090,447898.16
2493200215,543173.5
5035300255,675116.94
3380900160,381955.0
3630000130,415296.5
7300400670,285489.22
6798100070,353797.75
8078400010,565707.56
5566100060,505541.1
2768200212,485754.22
4035900060,560937.56
9460000110,356000.78
7199320190,574712.1
2225039081,469839.8
9512200050,546011.3
2634500085,311995.8
3654800200,288309.56
2724079090,1360104.2
2597520720,777496.06
3034200426,368393.2
984000130,303843.8
7852020670,446590.44
7923500060,729052.4
2310030510,299427.7
2205500540,474219.4
2493200015,428548.12
7853361420,566599.56
5652600605,543023.8
5285200020,308620.12
9406530150,361838.47
5706300020,469851.9
3278602490,407067.8
7197000100,568222.94
4447300008,521162.12
7899800045,240406.8
9250900095,329054.72
9268851740,604606.6
8682261440,514164.28
7284900385,750765.25
8079040300,436070.44
2225300585,383157.12
3223039013,490351.38
2013801350,242505.47
4055701110,926237.3
3578401770,455841.4
4046500720,536899.56
6145601745,356525.38
5207200195,664328.3
1972201856,524710.44
7212680080,255395.12
7277100510,694466.1
522079022,604813.1
5605000440,841977.56
6632300230,352228.6
8815400165,678684.25
6708200320,516021.12
2426059076,601189.6
3260200200,576863.0
2770601741,513891.22
4338800500,243555.64
9201000320,766911.5
7655900038,316532.4
3625059140,607700.5
4222310010,204081.62
2114700115,293684.94
3291800710,327110.75
9406590010,391445.62
3025059124,2634603.2
7972601250,366504.06
930000470,810628.2
6690500060,523439.97
16000015,200636.14
5693501102,580072.6
8079040490,459092.97
7225000155,368468.4
8819900170,796840.7
7972601270,324886.3
1224069074,772418.0
5126900321,338815.66
3438501860,305541.94
2822069080,431954.56
1656600310,558975.06
3856900507,1371891.1
1626069139,502601.03
2524049257,1452304.0
3904960150,548995.3
7214820610,447897.3
7977201845,573973.2
2428100080,790075.06
2202500135,418833.22
1523550220,665621.4
2313900610,477340.7
4123840050,369060.28
2125059124,1042388.4
1225039067,466037.22
6431500283,488449.9
2473380010,300696.25
5694501195,387225.47
2881700046,370371.2
6837820330,324632.66
2337300370,202628.28
3876540630,228231.8
626059317,351497.38
3374500520,326433.6
7228501903,379341.3
4019300051,501295.16
4232902615,592914.75
3546000090,241453.16
8127700215,793488.1
3438501100,321456.38
1769600066,651488.3
8146100610,629816.06
3052700695,581226.06
7954310210,619173.56
3761700053,1897564.6
1320069179,328103.03
1331900410,824173.1
7303100210,344088.22
2464400285,499548.94
6163901150,332634.88
8955800045,365125.3
2314300200,409743.6
9528104360,414337.56
4177100005,635819.06
8856960260,314246.78
1828001220,658661.4
3066400710,661648.06
624110610,958147.0
4040800260,421918.16
5019500215,535549.56
2481630180,1001738.3
7203170190,660143.0
510001280,934422.0
9430110120,706851.56
1565950030,335128.38
9828202255,793233.2
3878900270,409165.28
8091600080,218055.4
1112000035,297630.66
2228900270,298513.88
6648701740,299065.53
1245003740,646988.9
2174503441,549135.1
7708250010,316456.62
6072300110,599270.9
2329800140,263293.53
1494300040,527297.9
3832050130,282927.34
7203100730,852619.44
7199330170,475907.94
7785000220,746213.25
1250201175,406462.66
4054500180,1049468.4
7905200061,445279.28
3751604895,188686.8
5220300140,303851.34
3323059027,312095.22
8651611980,873106.8
8673400190,536966.7
1668500100,778882.4
1023059365,583373.5
3308030060,334508.9
4232400860,865763.0
2144800615,230710.16
1568100920,1452912.1
9406510040,491020.06
2923049421,325069.78
1051000040,1462206.0
2077700042,647190.7
9423800030,260214.39
9818700455,656270.6
7133300675,360702.53
4113800550,660660.7
5553300375,1730697.5
2025701530,285794.3
7942601155,451716.8
7524300020,280022.34
2520069100,311713.28
5412300410,210579.38
7504110760,752464.06
2594200350,458967.78
2722059013,231633.02
8078430480,555345.94
1423069162,508970.44
8856001090,166625.48
7000100631,777410.8
4222200280,232956.45
7971300050,615619.6
2009001600,258366.23
6619910140,649332.25
2877100985,581850.0
1196000007,380581.3
1330850130,744870.1
6664900410,255317.92
1231001110,332161.9
9235900030,279176.8
9407101840,323011.03
9523103001,426050.94
2149800278,393559.78
7234601198,636364.44
9476700035,381883.25
9297301065,649594.25
518500700,774959.9
7843500090,349772.25
6056110780,276163.6
2345700260,344043.28
3509600070,238977.66
1431700280,329473.9
1623049174,265448.94
3024089049,377895.9
7853340450,394775.47
7732410360,777278.1
1446800995,314897.2
2946000285,240905.75
425079100,481903.72
3876313040,434799.3
1762600260,959308.2
1925069121,1046722.7
7443000480,811871.5
7820000015,347789.5
4027701253,501027.97
2826049165,380928.8
5426300060,1010970.9
1278000210,145275.83
923000270,354126.53
7657600005,247413.52
3024079057,376635.56
3276180020,300708.28
7304300760,297113.1
3908100020,559363.25
8835400805,719003.8
4051150070,197143.33
3904930530,456249.38
6163900971,369832.94
7942600310,434869.0
4365700330,257500.36
423059207,271360.88
3992700265,334238.2
7177300090,473340.6
2540820010,593860.4
5700002510,854695.44
5201000030,569463.06
7631800015,1859246.4
2922702965,662449.94
1525059198,965156.4
1245003160,743258.7
3810000455,328578.38
7855600080,636028.94
5701500030,1132273.8
7504020400,602501.7
1402600570,308125.78
7575610760,270086.47
8731990370,364391.7
5021900090,816025.2
290000075,414460.47
2841500010,440241.47
3955900830,430870.88
7852110140,549427.44
1311400350,249375.17
7773800015,553658.5
4123400320,522149.62
2725069157,831149.06
666000143,782493.3
5101408678,497758.47
6371000026,394105.9
2024059084,632691.9
7283900036,341639.47
8881900230,740006.6
3959400135,363117.5
7696610270,226807.11
1689400150,865881.06
5103900015,412044.6
1441000350,471965.34
5101408735,350057.25
3126059027,1914387.1
2320069014,466007.9
9541600015,640869.44
8682320420,719026.44
1562200090,607906.25
3395070980,564928.0
7349600230,248452.7
522049122,265836.78
869700060,291103.9
811000055,1262319.1
1221059176,479695.0
1523059103,479049.94
2025760210,691408.44
9218400088,317566.78
8682292020,457677.9
2623089135,427146.94
3758900259,1114308.1
524069049,615643.7
3121500150,830845.56
5581400080,789583.2
8087800020,464218.53
4070700290,850486.06
3296000170,664204.75
9238500040,543956.25
2744600040,349634.2
6813600380,660416.9
6140100150,474389.94
2201500555,436648.47
2600110250,610747.9
4337000275,153428.61
1186000150,606384.0
1972201963,517466.53
1105000745,350127.38
2887700560,622914.94
4039700080,618411.1
522049104,303347.56
4202400078,245049.3
7520000695,195527.27
7714000310,405568.22
4319200060,683479.06
8624700015,591812.0
5104520610,317568.6
2354300845,334434.6
3824100291,447334.66
6151800612,267135.47
5454200080,887374.06
6413600290,343670.1
2131200065,303877.44
1459920010,265870.75
50300090,391304.94
2326300090,609705.56
7714000070,401266.97
3630180500,1037699.8
1727850340,1051722.8
8691430330,947351.9
2310030390,250815.53
5561400610,549611.4
7010701016,531313.94
7883605915,239207.5
1282300995,324482.22
4040700310,489389.44
3353400435,221412.0
2143701015,489381.03
255450020,369816.0
1020069017,336011.97
4038200120,490791.12
9284801100,268970.4
1965200075,592343.94
847100047,532366.4
4038700720,523995.34
6815100085,855858.56
2508000020,306239.75
255520180,630368.3
6822100750,614584.25
869700050,341961.53
1775801405,557416.4
6600400090,211485.44
7202330270,450060.03
1683400165,720796.44
2625069070,1033962.8
7625702440,427713.56
3388000640,235012.73
1899400365,284295.12
6899990200,797172.9
5569700020,899248.06
986000045,311916.7
3293700221,292680.3
3764800250,382369.75
2291400566,371333.2
4219401236,1598482.5
4239400840,152719.42
7211400990,223727.31
7696500280,199114.84
7215721070,526450.75
3204850140,350703.8
4322200220,735193.75
2566300100,1046882.44
1944900090,438207.4
6648500390,292645.44
7385300020,726307.0
1704900135,333942.5
2877100655,826540.75
2726079098,599406.3
7625703800,499094.16
318300040,536335.6
7922800190,544787.94
2023049361,220323.64
8946400210,458043.38
6071600450,541803.5
4343800100,407907.22
1443300140,376131.6
1024039001,837357.2
2767704860,538688.5
7234600851,634131.4
644200065,840395.6
7784400035,721513.75
3826000560,224155.73
9272202260,382730.6
263000253,408359.9
3621059043,589746.0
240000130,532858.56
1352300120,206715.45
7849200861,296639.44
2487700130,533306.5
1796100140,300324.53
7234601221,515843.0
8651710190,459205.06
2916200091,511886.28
1232000915,509878.94
1545801970,279678.34
3211200420,340721.6
7686204675,194862.7
3141600210,170111.48
3959401284,503993.47
2113700825,248129.0
3876000710,400888.3
522069022,502813.9
3214200070,377245.97
1221039156,296112.28
259600790,435022.06
785000040,474205.84
8138870470,486765.62
2596300035,292725.56
540100057,1619609.2
3073500045,535068.6
5363200266,408691.84
8682261650,524191.78
3224510080,846814.06
3211270160,429919.03
9269200520,160424.23
293810190,493054.25
4197400043,328851.75
3026079031,294921.0
5332200405,1059832.0
2473411210,303939.75
9268200315,592845.75
8123500050,561499.56
3221069091,545585.0
2485000165,632615.9
4058800215,489875.06
1926059039,777981.1
2533300680,907237.5
3343903640,296369.66
5700003705,1266629.0
2023049372,447984.03
4058800830,525261.2
3333002302,427522.7
2944500340,278224.22
1982200790,562081.94
8929000270,511918.0
8122101440,313246.5
7525530470,771128.5
9332800020,693610.3
3878900525,233343.56
5420300210,249169.78
9232900165,342088.4
6414100026,411419.88
3013300660,811461.25
7954300120,560478.25
1081200360,341117.25
2877102345,529123.94
2202500255,448248.97
7984400050,221643.55
9558020380,453792.84
7812801850,216476.12
8944460020,367886.94
2306400040,524649.9
8649400410,312676.75
7889602020,257054.3
2041000025,509015.6
871001484,656527.25
2767602141,524337.25
3630180470,793195.3
2769602140,499726.2
2473250280,333060.22
5422560660,539371.7
3756600240,374379.8
8651600160,785431.56
7202300540,864014.4
8961950250,458247.88
3303000130,445147.66
798000062,268739.9
1695900150,777698.5
1604730150,515941.4
4136930310,356561.4
8835401250,1258466.6
8665900328,389621.78
9262800255,293422.62
1853080570,816687.7
5556300114,829764.7
9517200290,428998.3
4037200295,482626.72
7417100123,376347.97
2620069077,199481.86
7922720040,690247.56
558100090,479681.25
257000037,279898.22
3319500385,454891.66
9297301520,336489.12
3580900090,367310.6
1321039076,181980.27
7227801581,269933.53
9407001620,317587.97
2130400150,323504.9
2312400200,244304.23
4046700210,390326.2
1193000480,911254.9
1492800296,536125.44
3013300017,445744.97
3630240140,625886.4
1049010390,343560.62
9320900420,151397.75
4315700060,425775.94
2591010290,307683.25
323089085,636003.44
6600400270,202437.06
2919701105,465178.0
7202360670,884430.56
8927600100,818935.44
3211700045,600833.1
4027701326,501285.1
1601600195,252564.39
7853280350,767226.8
3629970130,732620.9
7203120020,793370.9
9542900190,371563.44
8035350120,493475.25
1238501184,942492.0
251200240,485035.3
8945300200,186146.66
2162000160,1137045.8
5466310060,162380.77
1239400064,892505.4
5205000020,330466.44
1720800305,639173.2
7280300375,607440.94
2095800400,454849.6
7852010950,551564.7
1428001160,517312.1
9528104910,717598.9
8644210470,860641.0
7923300310,512032.25
254000100,629401.2
1931300688,488697.78
7007700030,450094.38
422049178,220012.27
422069067,491882.0
2923049393,394972.44
930000305,437682.4
2461900448,522530.72
2610100020,284075.34
2895550050,249026.77
7701700040,303204.66
2460900020,500967.78
9827700105,588177.2
1005000240,327437.84
7200001254,524351.75
866400040,495413.75
305000170,650077.6
2260800110,902969.06
3442000127,630325.6
